02.2005.01.SRMG.00006-001-05-01;Restaurante da UFMG. Laudo 093/05-NID/SR/DPF/MG e Laudo 044/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00006-003-01-01;Restaurante da UFMG. Laudo 093/05-NID/SR/DPF/MG e Laudo 044/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00006-003-02-01;Restaurante da UFMG. Laudo 093/05-NID/SR/DPF/MG e Laudo 044/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00006-003-03-01;Restaurante da UFMG. Laudo 093/05-NID/SR/DPF/MG e Laudo 044/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00006-004-01-01;Restaurante da UFMG. Laudo 093/05-NID/SR/DPF/MG e Laudo 044/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00006-002-01-01;Restaurante da UFMG. Laudo 093/05-NID/SR/DPF/MG e Laudo 044/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00006-002-02-01;Restaurante da UFMG. Laudo 093/05-NID/SR/DPF/MG e Laudo 044/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00006-002-03-01;Restaurante da UFMG. Laudo 093/05-NID/SR/DPF/MG e Laudo 044/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00009-002-01-01;Malotes do Correio abandonado no lote no bairro Sapucaia, Contagem / MG. Laudo 077/05-NID/SR/DPF/MG;null
02.2005.01.SRMG.00007-002-01-01;Restaurante da UFMG Laudo 094/05-NID/SR/DPF/MG e Laudo 045/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00007-001-02-01;Restaurante da UFMG Laudo 094/05-NID/SR/DPF/MG e Laudo 045/07-NID/SR/DPF/MG;null
02.2005.01.SRMG.00008-001-01-01;FAFICH - UFMG Laudo 096/05-NID/SR/DPF/MG;null
02.2005.01.SRMG.00008-002-01-01;FAFICH - UFMG Laudo 096/05-NID/SR/DPF/MG;null
02.2005.01.SRMG.00008-002-02-01;FAFICH - UFMG Laudo 096/05-NID/SR/DPF/MG;mguser09;LTvsULF;02.2005.01.SRMG.31010
02.2005.01.SRMG.00008-002-03-01;FAFICH - UFMG Laudo 096/05-NID/SR/DPF/MG;mguser09;LTvsULF;02.2005.01.SRMG.31010
02.2005.01.SRMG.00009-001-01-01;Malotes do Correio abandonado no lote no bairro Sapucaia, Contagem / MG. Laudo 077/05-NID/SR/DPF/MG;null
02.2005.01.SRMG.00011-002-01-01;Depredação no Sitio do Fiscal do Ministério do Trabalho.;null
02.2005.01.SRMG.00011-001-01-01;Depredação no Sitio do Fiscal do Ministério do Trabalho.;null
02.2005.01.SRMG.00012-002-01-01;Igreja Nossa Senhora de Nazaré Santa Rita Durão/MG  Furto de Imagens Históricas;null
02.2005.01.SRMG.00012-001-01-01;Igreja Nossa Senhora de Nazaré Santa Rita Durão/MG  Furto de Imagens Históricas;null
02.2005.01.SRMG.00014-001-01-01;Fragmento encontrado na janela do carro Corsa do Tesoureiro da CEF de Ipatinga.;mguser09;TPvsULF;550131.980805038/2004-13
02.2005.01.SRMG.00013-002-01-01;INSPETORIA DA RECEITA FEDERAL LAUDO 110/05-NID/SR/MG;null
02.2005.01.SRMG.00013-001-01-01;INSPETORIA DA RECEITA FEDERAL LAUDO 110/05-NID/SR/MG;null
02.2005.01.SRMG.00016-001-01-01;Fragmentos revelados nos veiculos relacionados ao furto do BC de fortaleza 03 fagmentos em dois veic;null
02.2005.01.SRMG.00016-004-01-01;Fragmentos revelados nos veiculos relacionados ao furto do BC de fortaleza 03 fagmentos em dois veic;null
02.2005.01.SRMG.00019-001-01-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00019-001-02-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00016-002-01-01;Fragmentos revelados nos veiculos relacionados ao furto do BC de fortaleza 03 fagmentos em dois veic;null
02.2005.01.SRMG.00016-003-02-01;Fragmentos revelados nos veiculos relacionados ao furto do BC de fortaleza 03 fagmentos em dois veic;null
02.2005.01.SRMG.00017-002-01-01;Inf. Técnica 017/05 Memo  03-358/05-DELEPAT/DRCOR/SR/MG;null
02.2005.01.SRMG.00017-003-01-01;Inf. Técnica 017/05 Memo  03-358/05-DELEPAT/DRCOR/SR/MG;null
02.2005.01.SRMG.00017-001-01-01;Inf. Técnica 017/05 Memo  03-358/05-DELEPAT/DRCOR/SR/MG;null
02.2005.01.SRMG.00017-001-02-01;Inf. Técnica 017/05 Memo  03-358/05-DELEPAT/DRCOR/SR/MG;null
02.2005.01.SRMG.00017-001-03-01;Inf. Técnica 017/05 Memo  03-358/05-DELEPAT/DRCOR/SR/MG;null
02.2005.01.SRMG.00017-001-04-01;Inf. Técnica 017/05 Memo  03-358/05-DELEPAT/DRCOR/SR/MG;null
02.2005.01.SRMG.00017-001-05-01;Inf. Técnica 017/05 Memo  03-358/05-DELEPAT/DRCOR/SR/MG;null
02.2005.01.SRMG.00019-001-03-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00019-001-04-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00019-001-05-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00019-001-06-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00019-001-07-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00019-001-08-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00019-001-09-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00019-003-01-01;Assalto com Sequestro do Gerente da CEF Rua Pouso Alegre Bairro Horto BHTE/MG Memo 03-143/05   IPL 8;null
02.2005.01.SRMG.00022-004-01-01;ASSALTO E SEQUESTRO DA CEF  ITABIRA;csuser02;TPvsULF;550131.982092250/2005-71
02.2005.01.SRMG.00020-001-01-01;FRAUDE NO REQUERIMENTO DE APOSENTADORIA DO INSS REF LAUDO 116/05-NID/SR/MG;null
02.2005.01.SRMG.00020-001-02-01;FRAUDE NO REQUERIMENTO DE APOSENTADORIA DO INSS REF LAUDO 116/05-NID/SR/MG;null
02.2005.01.SRMG.00021-004-01-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser03;TPvsULF;550131.982022767/2005-01
02.2005.01.SRMG.00021-002-02-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser09;LTvsULF
02.2005.01.SRMG.00021-002-03-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser09;LTvsULF
02.2005.01.SRMG.00021-002-04-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser09;LTvsULF
02.2005.01.SRMG.00021-002-05-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser09;LTvsULF
02.2005.01.SRMG.00021-002-06-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;null
02.2005.01.SRMG.00021-001-01-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser03;TPvsULF;550131.982022767/2005-01
02.2005.01.SRMG.00021-001-02-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser03;TPvsULF;550131.982022767/2005-01
02.2005.01.SRMG.00021-001-03-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser09;LTvsULF
02.2005.01.SRMG.00021-001-04-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser09;LTvsULF
02.2005.01.SRMG.00021-006-01-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;null
02.2005.01.SRMG.00021-005-01-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;null
02.2005.01.SRMG.00021-003-01-01;FURTO DE COMPUTADORES DA CEF RUA DA BAHIA ESQ COM TIMBIRAS BH FATO OCORRIDO DO DIA 19/10/05  PARA 2;mguser03;TPvsULF;550131.982022767/2005-01
02.2005.01.SRMG.00023-001-01-01;FURTO OCORRIDO NA CEF Rua Timbiras 1532 Inf. Técnica 021/05;null
02.2005.01.SRMG.00022-003-01-01;ASSALTO E SEQUESTRO DA CEF  ITABIRA;csuser02;TPvsULF;550131.982092250/2005-71
02.2005.01.SRMG.00022-002-01-01;ASSALTO E SEQUESTRO DA CEF  ITABIRA;mguser09;TPvsULF;550131.982092250/2005-71
02.2005.01.SRMG.00022-001-01-01;ASSALTO E SEQUESTRO DA CEF  ITABIRA;null
02.2005.01.SRMG.00022-001-02-01;ASSALTO E SEQUESTRO DA CEF  ITABIRA;null
02.2005.01.SRMG.00022-001-03-01;ASSALTO E SEQUESTRO DA CEF  ITABIRA;null
02.2005.01.SRMG.00022-001-04-01;ASSALTO E SEQUESTRO DA CEF  ITABIRA;mguser09;TPvsULF;550131.982092250/2005-71
02.2005.01.SRMG.00022-001-05-01;ASSALTO E SEQUESTRO DA CEF  ITABIRA;null
02.2005.01.SRMG.00023-004-01-01;FURTO OCORRIDO NA CEF Rua Timbiras 1532 Inf. Técnica 021/05;null
02.2005.01.SRMG.00023-005-01-01;FURTO OCORRIDO NA CEF Rua Timbiras 1532 Inf. Técnica 021/05;null
02.2005.01.SRMG.00023-002-01-01;FURTO OCORRIDO NA CEF Rua Timbiras 1532 Inf. Técnica 021/05;null
02.2005.01.SRMG.00023-007-02-01;FURTO OCORRIDO NA CEF Rua Timbiras 1532 Inf. Técnica 021/05;null
02.2005.01.SRMG.00023-006-01-01;FURTO OCORRIDO NA CEF Rua Timbiras 1532 Inf. Técnica 021/05;null
02.2005.01.SRMG.00027-001-01-01;Furto CEF Rua Platina madrugada de domingo 20-11-05 Fragmento parte interna vidro porta giratoria;null
02.2005.01.SRMG.00024-003-01-01;Informação Técnica 023/05-NID Tentativa de arrombamento DREX/SR/MG;null
02.2005.01.SRMG.00024-004-01-01;Informação Técnica 023/05-NID Tentativa de arrombamento DREX/SR/MG;null
02.2005.01.SRMG.00024-002-01-01;Informação Técnica 023/05-NID Tentativa de arrombamento DREX/SR/MG;null
02.2005.01.SRMG.00024-007-01-01;Informação Técnica 023/05-NID Tentativa de arrombamento DREX/SR/MG;null
02.2005.01.SRMG.00024-001-01-01;Informação Técnica 023/05-NID Tentativa de arrombamento DREX/SR/MG;null
02.2005.01.SRMG.00024-006-01-01;Informação Técnica 023/05-NID Tentativa de arrombamento DREX/SR/MG;null
02.2005.01.SRMG.00024-005-01-01;Informação Técnica 023/05-NID Tentativa de arrombamento DREX/SR/MG;null
02.2005.01.SRMG.00029-001-01-01;maconha Chanderson;null
02.2006.01.SRMG.00030-003-01-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;null
02.2005.01.SRMG.00025-002-01-01;Furto na agencia da Caixa Economica Federal no Bairro Betania - Belo Horizonte MG;null
02.2005.01.SRMG.00025-003-01-01;Furto na agencia da Caixa Economica Federal no Bairro Betania - Belo Horizonte MG;null
02.2005.01.SRMG.00025-005-01-01;Furto na agencia da Caixa Economica Federal no Bairro Betania - Belo Horizonte MG;null
02.2005.01.SRMG.00025-007-01-01;Furto na agencia da Caixa Economica Federal no Bairro Betania - Belo Horizonte MG;null
02.2005.01.SRMG.00025-004-01-01;Furto na agencia da Caixa Economica Federal no Bairro Betania - Belo Horizonte MG;null
02.2005.01.SRMG.00025-001-01-01;Furto na agencia da Caixa Economica Federal no Bairro Betania - Belo Horizonte MG;null
02.2005.01.SRMG.00025-001-02-01;Furto na agencia da Caixa Economica Federal no Bairro Betania - Belo Horizonte MG;null
02.2005.01.SRMG.00025-001-03-01;Furto na agencia da Caixa Economica Federal no Bairro Betania - Belo Horizonte MG;null
02.2005.01.SRMG.00025-006-01-01;Furto na agencia da Caixa Economica Federal no Bairro Betania - Belo Horizonte MG;null
02.2006.01.SRMG.00030-003-02-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;null
02.2006.01.SRMG.00030-001-01-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;mguser02;LTvsULF
02.2006.01.SRMG.00030-001-02-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;mguser02;LTvsULF
02.2006.01.SRMG.00030-001-03-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;null
02.2006.01.SRMG.00030-001-04-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;mguser02;LTvsULF
02.2006.01.SRMG.00030-001-05-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;mguser02;LTvsULF
02.2006.01.SRMG.00030-004-01-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;null
02.2006.01.SRMG.00030-002-01-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;null
02.2006.01.SRMG.00030-002-02-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;null
02.2006.01.SRMG.00030-002-03-01;Tentativa de furta na CEF do PRÉDIO DA FUMEC Ref.: memo 6/2006 DELEFAZ SR DPF MG;null
02.2006.01.SRMG.00031-003-01-01;Perícia furto galpão RFFSA.;null
02.2006.01.SRMG.00031-004-01-01;Perícia furto galpão RFFSA.;null
02.2006.01.SRMG.00031-006-01-01;Perícia furto galpão RFFSA.;null
02.2006.01.SRMG.00031-005-01-01;Perícia furto galpão RFFSA.;null
02.2006.01.SRMG.00031-001-01-01;Perícia furto galpão RFFSA.;null
02.2006.01.SRMG.00031-002-01-01;Perícia furto galpão RFFSA.;null
02.2006.01.SRMG.00031-002-02-01;Perícia furto galpão RFFSA.;null
02.2006.01.SRMG.00033-003-01-01;Relançamento dos fragmentos, perícia em material  (envelopes e folders). Laudo 37/2006 NID/SR/DPF/M;null
02.2006.01.SRMG.00033-003-02-01;Relançamento dos fragmentos, perícia em material  (envelopes e folders). Laudo 37/2006 NID/SR/DPF/M;csuser93;TPvsULF;550661.334001285/2011-85
02.2006.01.SRMG.00033-001-01-01;Relançamento dos fragmentos, perícia em material  (envelopes e folders). Laudo 37/2006 NID/SR/DPF/M;null
02.2006.01.SRMG.00033-002-01-01;Relançamento dos fragmentos, perícia em material  (envelopes e folders). Laudo 37/2006 NID/SR/DPF/M;null
02.2006.01.SRMG.00035-002-01-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;mguser09;LTvsULF
02.2006.01.SRMG.00035-002-02-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;null
02.2006.01.SRMG.00035-002-03-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;null
02.2006.01.SRMG.00035-002-04-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;mguser09;LTvsULF
02.2006.01.SRMG.00035-002-05-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;mguser09;LTvsULF
02.2006.01.SRMG.00035-002-06-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;null
02.2006.01.SRMG.00035-005-01-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;mguser09;LTvsULF
02.2006.01.SRMG.00035-006-01-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;null
02.2006.01.SRMG.00035-003-01-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;mguser09;LTvsULF
02.2006.01.SRMG.00035-004-01-01;Fragmentos levantados na porta esquerda, no vidro da porta e  em um retrovisor sobre o painel do cam;mguser09;LTvsULF
02.2006.01.SRMG.00041-002-01-01;laudo 24-2006 furto receita federal;mguser02;LTvsULF;02.2006.01.SRMG.00032
02.2006.01.SRMG.00041-002-02-01;laudo 24-2006 furto receita federal;mguser02;LTvsULF;02.2006.01.SRMG.00032
02.2006.01.SRMG.00040-003-01-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-001-01-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-001-02-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;null
02.2006.01.SRMG.00040-001-03-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-001-04-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;null
02.2006.01.SRMG.00040-001-05-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;null
02.2006.01.SRMG.00040-001-06-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-001-07-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-001-08-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-001-09-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-001-10-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-001-11-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-005-01-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-004-01-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00040-002-01-01;FURTO NA AGÊNCIA DA CEF DIA 20062006  APROXIMADAMENTE ÀS 01:20HS.;mguser03;LTvsULF
02.2006.01.SRMG.00041-002-03-01;laudo 24-2006 furto receita federal;mguser02;LTvsULF;02.2006.01.SRMG.00032
02.2006.01.SRMG.00041-001-01-01;laudo 24-2006 furto receita federal;mguser02;LTvsULF;02.2006.01.SRMG.00032
02.2006.01.SRMG.00050-001-01-01;Furto CEF - Agência Minas Tenis - Belo Horizonte - Laudo 085/NID/SR/MG;csuser93;TPvsULF;550731.040095486/2017-01
02.2006.01.SRMG.00050-001-02-01;Furto CEF - Agência Minas Tenis - Belo Horizonte - Laudo 085/NID/SR/MG;null
02.2006.01.SRMG.00050-001-03-01;Furto CEF - Agência Minas Tenis - Belo Horizonte - Laudo 085/NID/SR/MG;null
02.2006.01.SRMG.00050-001-04-01;Furto CEF - Agência Minas Tenis - Belo Horizonte - Laudo 085/NID/SR/MG;null
02.2006.01.SRMG.00050-001-05-01;Furto CEF - Agência Minas Tenis - Belo Horizonte - Laudo 085/NID/SR/MG;null
02.2006.01.SRMG.00050-001-06-01;Furto CEF - Agência Minas Tenis - Belo Horizonte - Laudo 085/NID/SR/MG;null
02.2006.01.SRMG.00050-002-01-01;Furto CEF - Agência Minas Tenis - Belo Horizonte - Laudo 085/NID/SR/MG;null
02.2006.01.SRMG.00050-002-02-01;Furto CEF - Agência Minas Tenis - Belo Horizonte - Laudo 085/NID/SR/MG;null
02.2006.01.SRMG.00051-001-01-01;ref furto CEF agencia Minas Tenis, Belo Horizonte-MG, laudo 085/2006/NID/SR/DPF/MG -;null
02.2006.01.SRMG.00051-001-02-01;ref furto CEF agencia Minas Tenis, Belo Horizonte-MG, laudo 085/2006/NID/SR/DPF/MG -;null
02.2006.01.SRMG.00051-001-03-01;ref furto CEF agencia Minas Tenis, Belo Horizonte-MG, laudo 085/2006/NID/SR/DPF/MG -;null
02.2006.01.SRMG.00051-001-04-01;ref furto CEF agencia Minas Tenis, Belo Horizonte-MG, laudo 085/2006/NID/SR/DPF/MG -;null
02.2006.01.SRMG.00051-001-05-01;ref furto CEF agencia Minas Tenis, Belo Horizonte-MG, laudo 085/2006/NID/SR/DPF/MG -;csuser93;TPvsULF;550731.040095486/2017-01
02.2006.01.SRMG.00054-003-01-01;FURTO AGENCIA CEF HORTO LEVANTAMENTO PPFS NUNES EDSON RENATO 09-09-2006;null
02.2006.01.SRMG.00054-002-01-01;FURTO AGENCIA CEF HORTO LEVANTAMENTO PPFS NUNES EDSON RENATO 09-09-2006;null
02.2006.01.SRMG.00054-002-02-01;FURTO AGENCIA CEF HORTO LEVANTAMENTO PPFS NUNES EDSON RENATO 09-09-2006;null
02.2006.01.SRMG.00056-001-01-01;furto na residencia da DPF CRISTINA CAMATA  DPF RESPONSAVEL FELIPE BAETA;null
02.2006.01.SRMG.00056-002-01-01;furto na residencia da DPF CRISTINA CAMATA  DPF RESPONSAVEL FELIPE BAETA;csuser93;TPvsULF;550131.990398326/2004-99
02.2006.01.SRMG.00059-003-01-01;FURTO DE COMPUTADORES CEF BARRO PRETO AV AUGUSTO DE LIMA 1568 LAUDO 083/06;null
02.2006.01.SRMG.00054-001-01-01;FURTO AGENCIA CEF HORTO LEVANTAMENTO PPFS NUNES EDSON RENATO 09-09-2006;null
02.2006.01.SRMG.00054-005-01-01;FURTO AGENCIA CEF HORTO LEVANTAMENTO PPFS NUNES EDSON RENATO 09-09-2006;null
02.2006.01.SRMG.00054-005-02-01;FURTO AGENCIA CEF HORTO LEVANTAMENTO PPFS NUNES EDSON RENATO 09-09-2006;null
02.2006.01.SRMG.00054-005-03-01;FURTO AGENCIA CEF HORTO LEVANTAMENTO PPFS NUNES EDSON RENATO 09-09-2006;null
02.2006.01.SRMG.00054-005-04-01;FURTO AGENCIA CEF HORTO LEVANTAMENTO PPFS NUNES EDSON RENATO 09-09-2006;null
02.2006.01.SRMG.00054-004-01-01;FURTO AGENCIA CEF HORTO LEVANTAMENTO PPFS NUNES EDSON RENATO 09-09-2006;null
02.2006.01.SRMG.00058-003-01-01;Furto CEF AG ALVARES CABRAL - BELO HORIZONTE MG Laudo 087/06 - NID/SR/DPF/MG;null
02.2006.01.SRMG.00058-003-02-01;Furto CEF AG ALVARES CABRAL - BELO HORIZONTE MG Laudo 087/06 - NID/SR/DPF/MG;null
02.2006.01.SRMG.00058-003-03-01;Furto CEF AG ALVARES CABRAL - BELO HORIZONTE MG Laudo 087/06 - NID/SR/DPF/MG;null
02.2006.01.SRMG.00058-003-04-01;Furto CEF AG ALVARES CABRAL - BELO HORIZONTE MG Laudo 087/06 - NID/SR/DPF/MG;null
02.2006.01.SRMG.00058-003-05-01;Furto CEF AG ALVARES CABRAL - BELO HORIZONTE MG Laudo 087/06 - NID/SR/DPF/MG;null
02.2006.01.SRMG.00058-003-06-01;Furto CEF AG ALVARES CABRAL - BELO HORIZONTE MG Laudo 087/06 - NID/SR/DPF/MG;null
02.2006.01.SRMG.00058-001-01-01;Furto CEF AG ALVARES CABRAL - BELO HORIZONTE MG Laudo 087/06 - NID/SR/DPF/MG;mguser03;TPvsULF;550131.982001880/2005-44
02.2006.01.SRMG.00058-001-02-01;Furto CEF AG ALVARES CABRAL - BELO HORIZONTE MG Laudo 087/06 - NID/SR/DPF/MG;null
02.2006.01.SRMG.00058-001-03-01;Furto CEF AG ALVARES CABRAL - BELO HORIZONTE MG Laudo 087/06 - NID/SR/DPF/MG;null
